CHAPTER,FILE,SUMMARY,CURRENT_TAGS,PROPOSED_TAGS,TAGS_ADDED,TAGS_REMOVED,RATIONALE_ADDED,APPROVAL_STATUS
addon,sbd-toe/010-sbd-manual/07-cicd-seguro/addon/04-isolamento-runners.md,"Os runners (ou agentes de execução) são os ambientes onde os pipelines CI/CD são | > A segurança dos","cicd|execução|infraestrutura|isolamento|runners|seguranca","cicd|execução|infraestrutura|isolamento|runners|seguranca|segurança","segurança","","segurança(71%,rag:Found in 71% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/07-cicd-seguro/addon/05-integridade-proveniencia.md,"A segurança de uma aplicação depende da **confiança nos artefactos** que são pro | Esta prática defi","artefactos|assinatura|build|cicd|proveniência|rastreabilidade","artefactos|assinatura|build|cicd|ciclo-vida|proveniência|rastreabilidade","ciclo-vida","","ciclo-vida(60%,rag:Found in 60% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/07-cicd-seguro/addon/06-politicas-gates-pipeline.md,"Nem todas as aplicações requerem o mesmo nível de segurança; mas **todas devem o | - A criticidade d","cicd|gates|políticas|risco|seguranca|validações","cicd|gates|políticas|risco|seguranca|segurança|validações","segurança","","segurança(80%,rag:Found in 79% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/07-cicd-seguro/addon/07-validacoes-seguranca-integradas.md,"A integração de validações de segurança diretamente nos pipelines permite **dete | Estas validações ","automação|cicd|sast|scanner|seguranca|validações","automação|cicd|sast|scanner|seguranca|segurança|validações","segurança","","segurança(77%,rag:Found in 76% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/07-cicd-seguro/addon/08-rastreabilidade-assinaturas.md,"Rastreabilidade é a capacidade de **comprovar o que foi feito; por quem; com que | Esta prática defi","auditoria|cicd|deploy|execuções|logs|rastreabilidade","auditoria|cicd|deploy|execuções|logs|monitorizacao|rastreabilidade","monitorizacao","","monitorizacao(75%,rag:Found in 74% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/07-cicd-seguro/addon/09-controle-excecoes-visibilidade.md,"Mesmo com pipelines bem definidos; é inevitável que ocorram exceções - falhas te | Esta prática defi","auditoria|cicd|exceções|governanca|seguranca|visibilidade","auditoria|cicd|excecoes|exceções|governanca|seguranca|visibilidade","excecoes","","excecoes(77%,rag:Found in 76% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/07-cicd-seguro/addon/11-case-study-inception-apply-sbd-to-cicd.md,"Este estudo de caso descreve a aplicação transversal e rigorosa do manual **Secu | > O objetivo foi ","auditoria|cicd|exceções|governanca|seguranca|visibilidade","auditoria|cicd|dependencias|exceções|governanca|seguranca|visibilidade","dependencias","","dependencias(78%,rag+pattern:RAG + keyword pattern agreemen)",OK
addon,sbd-toe/010-sbd-manual/07-cicd-seguro/addon/12-case-study-anexo-tecnico.md,"Este anexo complementa o estudo de caso de aplicação do manual SbD-ToE ao pipeli | ---","auditoria|cicd|exceções|governanca|seguranca|visibilidade","auditoria|cicd|excecoes|exceções|governanca|seguranca|visibilidade","excecoes","","excecoes(72%,rag:Found in 71% of similar docume)",OK
07-cicd-seguro,sbd-toe/010-sbd-manual/07-cicd-seguro/aplicacao-lifecycle.md,"Enquanto o `intro.md` explica **porque os pipelines são críticos** e que prática | A lógica é simple","cicd|ciclo-vida|devsecops|pipelines|rastreabilidade|seguranca|tipo:aplicacao","cicd|ciclo-vida|devsecops|pipelines|rastreabilidade|seguranca|tipo:aplicacao","","","",OK
canon,sbd-toe/010-sbd-manual/07-cicd-seguro/canon/20-checklist-revisao.md,"Este checklist aplica-se a todas as aplicações com pipelines de integração e ent | Serve como instru","auditoria|checklist|cicd|devsecops|pipelines","auditoria|checklist|cicd|desenvolvimento|devsecops|pipelines|segurança","desenvolvimento|segurança","","desenvolvimento(62%,rag:Found in 62% of similar docume); segurança(62%,rag:Found in 62% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/07-cicd-seguro/canon/25-rastreabilidade.md,"Este ficheiro estabelece a **rastreabilidade entre as práticas prescritas neste  | > A rastreabilida","cicd|dsomm|frameworks|normativo|pipelines|rastreabilidade|ssdf","cicd|dsomm|frameworks|normativo|pipelines|rastreabilidade|ssdf","","","",OK
canon,sbd-toe/010-sbd-manual/07-cicd-seguro/canon/50-ameacas-mitigadas.md,"Este capítulo define práticas para **segurança de pipelines CI/CD**; incluindo c | > ⚠️ As ameaças m","ameacas|cicd|dsomm|mitigacao|osc-r|stride|supply chain","ameacas|cicd|dsomm|mitigacao|osc-r|stride|supply chain","","","",OK
07-cicd-seguro,sbd-toe/010-sbd-manual/07-cicd-seguro/intro.md,":::tip Capítulo Operacional | Este capítulo é considerado **operacional** no modelo *Security by Des","automação|cat_operacional|cicd|devsecops|grp_implementacao_automacao|implementacao-automacao|pipelines|proveniência|risco|seguranca","automação|cat_operacional|cicd|devsecops|grp_implementacao_automacao|implementacao-automacao|pipelines","","proveniência|risco|seguranca","",OK
07-cicd-seguro,sbd-toe/010-sbd-manual/07-cicd-seguro/policies-relevantes.md,"A adoção eficaz do Capítulo 07 - CI/CD Seguro - exige a existência de **política | ---","cicd|governança|pipelines|políticas|segurança organizacional","cicd|excecoes|governança|pipelines|políticas|rastreabilidade|segurança organizacional","excecoes|rastreabilidade","","excecoes(66%,rag:Found in 65% of similar docume); rastreabilidade(66%,rag:Found in 65% of similar docume)",OK
07-cicd-seguro,sbd-toe/010-sbd-manual/07-cicd-seguro/recomendacoes-avancadas.md,"Este ficheiro complementa os controlos principais definidos neste capítulo com * | > Estas recomenda","avancado|cicd|deteção|devsecops|pipelines|simulação|zero trust","avancado|cicd|deteção|devsecops|pipelines|simulação|zero trust","","","",OK
08-iac-infraestrutura,sbd-toe/010-sbd-manual/08-iac-infraestrutura/achievable-maturity.md,"Este documento estabelece o **alinhamento entre as práticas descritas no Capítul | - **OWASP SAMM**","DSOMM|SAMM|SLSA|SSDF|canon|maturidade","DSOMM|SAMM|SLSA|SSDF|canon|dsomm|maturidade","dsomm","","dsomm(72%,rag:Found in 71% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/08-iac-infraestrutura/addon/01-planeamento-e-controle.md,"Garantir que todos os projetos de Infraestrutura como Código (IaC) mantêm um **c | Esta prática perm","adoção|controlo|governanca|iac|planeamento|seguranca","adoção|cicd|controlo|governanca|iac|planeamento|seguranca","cicd","","cicd(76%,rag+pattern:RAG + keyword pattern agreemen)",OK
addon,sbd-toe/010-sbd-manual/08-iac-infraestrutura/addon/02-validacoes-e-checks.md,"Garantir que todas as alterações em projetos de Infraestrutura como Código (IaC) | - Correção sintát","adoção|controlo|governanca|iac|planeamento|seguranca","adoção|cicd|controlo|governanca|iac|planeamento|seguranca","cicd","","cicd(81%,rag+pattern:RAG + keyword pattern agreemen)",OK
addon,sbd-toe/010-sbd-manual/08-iac-infraestrutura/addon/03-governanca-modulos.md,"Assegurar que os módulos reutilizados em projetos de Infraestrutura como Código  | * Provenientes de","governanca|iac|módulos|rastreabilidade|reutilização|seguranca","governanca|governação|iac|módulos|rastreabilidade|reutilização|seguranca","governação","","governação(74%,rag:Found in 74% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/08-iac-infraestrutura/addon/04-principios-sbd-iac.md,"Garantir que todos os projetos IaC são desenhados e mantidos com base em princíp | > O projeto IaC é","arquitetura segura|fundamentos|iac|princípios|security by design","arquitetura segura|contratacao|excecoes|fundamentos|iac|princípios|security by design","contratacao|excecoes","","contratacao(63%,rag:Found in 62% of similar docume); excecoes(63%,rag:Found in 62% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/08-iac-infraestrutura/addon/05-exemplos-praticas-boas.md,"Apresentar **exemplos concretos e reutilizáveis** de como estruturar e operar pr | ---","boas práticas|código seguro|exemplos|iac|repositórios","arquitetura|boas práticas|cicd|código seguro|exemplos|iac|repositórios","arquitetura|cicd","","arquitetura(60%,pattern:Content keywords match pattern); cicd(53%,rag:Present in similar documents ()",OK
addon,sbd-toe/010-sbd-manual/08-iac-infraestrutura/addon/06-controle-enforcement.md,"Assegurar que todos os projetos de Infraestrutura como Código (IaC) cumprem requ | > O enforcement é","controlo|enforcement|iac|pipelines|políticas|seguranca","cicd|controlo|enforcement|iac|pipelines|políticas|seguranca","cicd","","cicd(90%,rag+pattern:RAG + keyword pattern agreemen)",OK
addon,sbd-toe/010-sbd-manual/08-iac-infraestrutura/addon/07-rastreabilidade-e-tags.md,"Garantir que todas as alterações; recursos e ambientes definidos via Infraestrut | > A rastreabilida","git|iac|rastreabilidade|seguranca|tags|versionamento","git|iac|rastreabilidade|seguranca|segurança|tags|versionamento","segurança","","segurança(64%,rag:Found in 64% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/08-iac-infraestrutura/addon/08-matriz-requisitos-iac.md,"Este catálogo define requisitos de segurança **específicos para projetos de Infr | Estes requisitos ","auditoria|controlo|iac|matriz|requisitos|validacao","auditoria|cicd|controlo|iac|matriz|requisitos|validacao","cicd","","cicd(82%,rag+pattern:RAG + keyword pattern agreemen)",OK
addon,sbd-toe/010-sbd-manual/08-iac-infraestrutura/addon/09-gestao-excecoes.md,"Definir uma abordagem formal para gerir **exceções a políticas; requisitos ou co | > A existência de","auditoria|controlo|exceções|governanca|iac|seguranca","auditoria|controlo|exceções|governanca|governação|iac|seguranca","governação","","governação(74%,rag:Found in 73% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/08-iac-infraestrutura/addon/10-case-study-inception-apply-sbd-iac.md,"Este estudo de caso descreve a aplicação prática e transversal do manual **Secur | > O projeto trata","aplicação prática|caso de estudo|iac|inception|seguranca","aplicação prática|caso de estudo|formacao|iac|inception|seguranca|segurança","formacao|segurança","","formacao(64%,rag:Found in 63% of similar docume); segurança(69%,rag:Found in 69% of similar docume)",OK
08-iac-infraestrutura,sbd-toe/010-sbd-manual/08-iac-infraestrutura/aplicacao-lifecycle.md,"Este documento operacionaliza as práticas prescritas para **Infraestrutura como  | Enquanto o `intro","ciclo-vida|iac|infraestrutura|pipelines|seguranca|tipo:aplicacao","cicd|ciclo-vida|iac|infraestrutura|pipelines|seguranca|tipo:aplicacao","cicd","","cicd(82%,rag+pattern:RAG + keyword pattern agreemen)",OK
canon,sbd-toe/010-sbd-manual/08-iac-infraestrutura/canon/20-checklist-revisao.md,"Este checklist aplica-se a todos os projetos de **Infraestrutura como Código (Ia | * Controlo objeti","checklist|controlo|iac|infraestrutura como código|revisão|validacao","checklist|controlo|iac|infraestrutura como código|revisão|validacao|validação","validação","","validação(71%,rag:Found in 70% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/08-iac-infraestrutura/canon/25-rastreabilidade.md,"Este ficheiro estabelece a **rastreabilidade entre as práticas prescritas neste  | > A rastreabilida","frameworks|iac|infraestrutura como código|normas|rastreabilidade","arquitetura|frameworks|iac|infraestrutura como código|normas|rastreabilidade|ssdf","arquitetura|ssdf","","arquitetura(82%,rag+pattern:RAG + keyword pattern agreemen); ssdf(71%,rag:Found in 71% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/08-iac-infraestrutura/canon/50-ameacas-mitigadas.md,"Este capítulo define práticas seguras para projetos de **Infraestrutura como Cód | > As ameaças miti","ameacas|capec|iac|mitigacao|osc-r|seguranca|ssdf","ameacas|capec|iac|mitigacao|osc-r|seguranca|ssdf","","","",OK
08-iac-infraestrutura,sbd-toe/010-sbd-manual/08-iac-infraestrutura/intro.md,":::tip Capítulo Operacional | Este capítulo é considerado **operacional** no modelo *Security by Des","DSOMM|SAMM|SLSA|SSDF|automatização|cat_operacional|grp_implementacao_automacao|iac|implementacao-automacao|infraestrutura|seguranca|terraform","DSOMM|SAMM|SLSA|SSDF|automatização|cat_operacional|grp_implementacao_automacao","","iac|implementacao-automacao|infraestrutura|seguranca|terraform","",OK
08-iac-infraestrutura,sbd-toe/010-sbd-manual/08-iac-infraestrutura/policies-relevantes.md,"A aplicação eficaz do **Capítulo 08 - IaC e Infraestrutura como Código** exige a | Estas políticas a","cloud|configuração segura|devsecops|infraestrutura como código|pipelines|políticas","cicd|cloud|configuração segura|devsecops|infraestrutura como código|pipelines|políticas","cicd","","cicd(91%,rag+pattern:RAG + keyword pattern agreemen)",OK
08-iac-infraestrutura,sbd-toe/010-sbd-manual/08-iac-infraestrutura/pre-intro.md,"Este capítulo é diferente dos restantes. | Enquanto o **Cap. 02 - Requisitos de Segurança** define u","catálogo|cloud|iac|kubernetes|pipelines|rationale|requisitos|seguranca|terraform","catálogo|cloud|iac|kubernetes|pipelines|rationale|requisitos","","seguranca|terraform","",OK
08-iac-infraestrutura,sbd-toe/010-sbd-manual/08-iac-infraestrutura/recomendacoes-avancadas.md,"Este anexo apresenta **práticas reforçadas** para segurança em projetos de **Inf | * Organizações co","grupo:avancado|maturidade|reforço|tema:iac|tipo:anexo","grupo:avancado|iac|maturidade|reforço|tema:iac|tipo-anexo|tipo:anexo","iac|tipo-anexo","","iac(70%,rag:Found in 69% of similar docume); tipo-anexo(80%,rag:Found in 79% of similar docume)",OK
09-containers-imagens,sbd-toe/010-sbd-manual/09-containers-imagens/achievable-maturity.md,"Este documento apresenta o **grau de alinhamento entre as práticas descritas no  | - **OWASP SAMM**","CIS|DSOMM|ENISA|SAMM|SLSA|SSDF|canon|maturidade","CIS|DSOMM|ENISA|SAMM|SLSA|SSDF|canon","","maturidade","",OK
addon,sbd-toe/010-sbd-manual/09-containers-imagens/addon/01-imagens-base.md,"Garantir que todas as aplicações; pipelines e serviços que utilizam *containers* | Uma imagem base s","containers|hardening|imagens base|runtime|supply chain","cicd|containers|hardening|imagens base|runtime|supply chain|supply-chain","cicd|supply-chain","","cicd(77%,rag+pattern:RAG + keyword pattern agreemen); supply-chain(75%,rag:Found in 74% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/09-containers-imagens/addon/02-runners-isolamento.md,"Garantir que todos os *containers* são executados em **ambientes isolados; contr | - Compromisso do ","ci-cd|execucao|isolamento|pipelines|runners|seguranca","ci-cd|cicd|execucao|isolamento|pipelines|runners|seguranca","cicd","","cicd(87%,rag+pattern:RAG + keyword pattern agreemen)",OK
addon,sbd-toe/010-sbd-manual/09-containers-imagens/addon/03-assinatura-cadeia-trust.md,"Assegurar que todas as imagens de *container* utilizadas em pipelines; ambientes | A cadeia de confi","assinatura|containers|cosign|notary|rekor|supply chain|trust","assinatura|containers|cosign|notary|rekor|supply chain|trust","","","",OK
addon,sbd-toe/010-sbd-manual/09-containers-imagens/addon/04-hardening-containers.md,"Reforçar a segurança da execução em *containers* através da **redução da superfí | Estas medidas com","containers|hardening|isolamento|permissões|runtime|seguranca","cicd|containers|hardening|isolamento|permissões|runtime|seguranca","cicd","","cicd(81%,rag+pattern:RAG + keyword pattern agreemen)",OK
addon,sbd-toe/010-sbd-manual/09-containers-imagens/addon/05-policies-runtime-opa.md,"Garantir que apenas *containers* **conformes com políticas de segurança definida | - OPA (Open Polic","containers|enforcement|kubernetes|kyverno|opa|policies|runtime","containers|enforcement|kubernetes|kyverno|opa|policies|runtime","","","",OK
addon,sbd-toe/010-sbd-manual/09-containers-imagens/addon/06-inventario-sbom.md,"Garantir que todas as **imagens de *container* utilizadas em pipelines ou produç | - Rastreabilidade","assinatura|containers|rastreabilidade|sbom|supply chain","assinatura|cicd|containers|dependencias|rastreabilidade|sbom|supply chain","cicd|dependencias","","cicd(75%,rag+pattern:RAG + keyword pattern agreemen); dependencias(89%,rag+pattern:RAG + keyword pattern agreemen)",OK
addon,sbd-toe/010-sbd-manual/09-containers-imagens/addon/07-vulnerabilidades-imagens.md,"Garantir que todas as imagens de *container* utilizadas em execução **são analis | - **Identificar v","containers|cve|imagem|sca|syft|trivy|vulnerabilidades","containers|cve|imagem|sca|syft|trivy|vulnerabilidades","","","",OK
addon,sbd-toe/010-sbd-manual/09-containers-imagens/addon/08-kubernetes-execucao.md,"Assegurar que a **execução de *containers* em ambientes Kubernetes** - seja para | - Execução de wor","containers|execução segura|isolation|kubernetes|runtime|seguranca","containers|execução segura|isolation|kubernetes|runtime|seguranca|segurança","segurança","","segurança(72%,rag:Found in 71% of similar docume)",OK
09-containers-imagens,sbd-toe/010-sbd-manual/09-containers-imagens/aplicacao-lifecycle.md,"Garantir a segurança de *containers* não é apenas uma preocupação de runtime: en | Este capítulo mos","ciclo-vida|containers|imagens|isolamento|sbom|seguranca|supply-chain|tipo:aplicacao","ciclo-vida|containers|imagens|isolamento|sbom|seguranca|tipo:aplicacao","","supply-chain","",OK
canon,sbd-toe/010-sbd-manual/09-containers-imagens/canon/20-checklist-revisao.md,"Este checklist aplica-se a todos os projetos e pipelines que **constroem; distri | Serve como instru","auditoria|checklist|containers|imagens|kubernetes|supply chain","auditoria|checklist|containers|imagens|kubernetes|supply chain|supply-chain","supply-chain","","supply-chain(73%,rag:Found in 72% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/09-containers-imagens/canon/25-rastreabilidade.md,"Este ficheiro estabelece a **rastreabilidade entre as práticas prescritas neste  | > A rastreabilida","CIS|DSOMM|SAMM|SLSA|SSDF|containers|frameworks|imagens|rastreabilidade","CIS|DSOMM|SAMM|SLSA|SSDF|containers|frameworks","","imagens|rastreabilidade","",OK
canon,sbd-toe/010-sbd-manual/09-containers-imagens/canon/50-ameacas-mitigadas.md,"Este capítulo prescreve práticas de **construção segura de imagens; assinatura e | > 🎯 As ameaças aq","ameacas|containers|hardening|imagens|kubernetes|proveniência|supply chain","ameacas|containers|hardening|imagens|kubernetes|proveniência|supply chain","","","",OK
09-containers-imagens,sbd-toe/010-sbd-manual/09-containers-imagens/exemplo-pipeline-container.md,"Este exemplo ilustra a aplicação prática das prescrições do Capítulo 09 - desde  | O pipeline em cau","cicd|containers|execucao|exemplos|pipelines|seguranca","cicd|containers|execucao|exemplos|pipelines|seguranca|segurança","segurança","","segurança(68%,rag:Found in 68% of similar docume)",OK
09-containers-imagens,sbd-toe/010-sbd-manual/09-containers-imagens/policies-relevantes.md,"A aplicação eficaz do **Capítulo 09 - Containers e Imagens** requer a existência | Estas políticas a","cloud|containers|devsecops|imagens|kubernetes|políticas|supply chain","cloud|containers|devsecops|imagens|kubernetes|políticas|supply chain","","","",OK
10-testes-seguranca,sbd-toe/010-sbd-manual/10-testes-seguranca/achievable-maturity.md,"Este documento apresenta o **mapeamento de maturidade das práticas descritas no  | - **OWASP SAMM**","DSOMM|SAMM|SLSA|SSDF|canon|maturidade","DSOMM|SAMM|SLSA|SSDF|canon|maturidade|testes","testes","","testes(77%,rag+pattern:RAG + keyword pattern agreemen)",OK
addon,sbd-toe/010-sbd-manual/10-testes-seguranca/addon/00-estrategia-testes.md,"Estabelecer uma **estratégia integrada e proporcional** para a aplicação de test | - Os testes certo","DAST|DSOMM|SAMM|SAST|SLSA|SSDF|fuzzing|pentesting|seguranca|testes|validação contínua","DAST|DSOMM|SAMM|SAST|SLSA|SSDF|fuzzing","","pentesting|seguranca|testes|validação contínua","",OK
addon,sbd-toe/010-sbd-manual/10-testes-seguranca/addon/01-sast.md,"Detetar vulnerabilidades de segurança no **código fonte** antes da execução da a | - Feedback precoc","análise estática|código|sast|seguranca|validacao","análise estática|código|sast|seguranca|testes|validacao|validação","testes|validação","","testes(75%,rag+pattern:RAG + keyword pattern agreemen); validação(72%,rag:Found in 71% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/10-testes-seguranca/addon/02-dast.md,"Detetar vulnerabilidades em aplicações **durante a sua execução**; simulando o c | - Identificar fal","dast|runtime|seguranca|testes dinâmicos","ciclo-vida|dast|runtime|seguranca|segurança|testes|testes dinâmicos","ciclo-vida|segurança|testes","","ciclo-vida(66%,rag:Found in 66% of similar docume); segurança(70%,rag:Found in 70% of similar docume); testes(83%,rag+pattern:RAG + keyword pattern agreemen)",OK
addon,sbd-toe/010-sbd-manual/10-testes-seguranca/addon/03-iast.md,"Aproveitar a execução normal da aplicação para realizar testes de segurança **co | - A precisão do S","iast|instrumentação|runtime|testes interativos","dast|iast|instrumentação|runtime|segurança|testes dinâmicos|testes interativos","dast|segurança|testes dinâmicos","","dast(62%,rag:Found in 62% of similar docume); segurança(64%,rag:Found in 63% of similar docume); testes dinâmicos(62%,rag:Found in 62% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/10-testes-seguranca/addon/04-fuzzing.md,"Descobrir vulnerabilidades e falhas de robustez através da **geração automática  | - Testar limites ","cobertura|fuzzers|fuzzing|testes aleatórios|validacao","cobertura|fuzzers|fuzzing|testes|testes aleatórios|validacao|validação","testes|validação","","testes(76%,rag+pattern:RAG + keyword pattern agreemen); validação(70%,rag:Found in 70% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/10-testes-seguranca/addon/05-validacao-regressao.md,"Assegurar que **vulnerabilidades previamente corrigidas não voltam a ser introdu | - Reexecução auto","regressão|seguranca|testes|validação contínua","ciclo-vida|regressão|seguranca|segurança|testes|validação|validação contínua","ciclo-vida|segurança|validação","","ciclo-vida(65%,rag:Found in 64% of similar docume); segurança(70%,rag:Found in 70% of similar docume); validação(66%,rag:Found in 66% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/10-testes-seguranca/addon/06-cobertura-e-priorizacao.md,"Definir **quais componentes; funcionalidades e interfaces devem ser testadas**;  | - Nível de risco ","cobertura|priorização|risco|seguranca|testes","cobertura|priorização|risco|seguranca|segurança|testes","segurança","","segurança(67%,rag:Found in 67% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/10-testes-seguranca/addon/07-integracao-pipeline.md,"Assegurar que os testes de segurança são **executados automaticamente e com crit | - Detecção precoc","integração contínua|pipelines|rastreabilidade|seguranca|testes","cicd|integração contínua|pipelines|rastreabilidade|seguranca|segurança|testes","cicd|segurança","","cicd(87%,rag+pattern:RAG + keyword pattern agreemen); segurança(72%,rag:Found in 71% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/10-testes-seguranca/addon/08-gestao-findings.md,"Estabelecer um processo eficaz e contínuo para gerir findings de segurança - ist | - Triagem por cri","findings|gestão|rastreabilidade|seguranca|vulnerabilidades","findings|gestão|rastreabilidade|seguranca|segurança|testes|vulnerabilidades","segurança|testes","","segurança(67%,rag:Found in 66% of similar docume); testes(77%,rag+pattern:RAG + keyword pattern agreemen)",OK
addon,sbd-toe/010-sbd-manual/10-testes-seguranca/addon/09-feedback-equipa.md,"Assegurar que os resultados dos testes de segurança são **entregues às equipas d | - Compreensão téc","comunicação|equipas|feedback|findings|seguranca","checklist|comunicação|equipas|feedback|findings|seguranca|segurança","checklist|segurança","","checklist(66%,rag:Found in 66% of similar docume); segurança(69%,rag:Found in 68% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/10-testes-seguranca/addon/11-pen-testing.md,"Este documento estabelece o enquadramento técnico e processual para a realização | ---","black-box|grey-box|pentesting|segurança ofensiva|testes manuais","black-box|checklist|grey-box|pentesting|segurança ofensiva|testes|testes manuais","checklist|testes","","checklist(67%,rag:Found in 66% of similar docume); testes(78%,rag+pattern:RAG + keyword pattern agreemen)",OK
addon,sbd-toe/010-sbd-manual/10-testes-seguranca/addon/12-estudo-caso-aplicacao-l3.md,"O exemplo refere-se a um sistema de pagamento online para retalho e serviços púb | A aplicação foi c","aplicação crítica|devsecops|estudo de caso|integracao|seguranca|testes","aplicação crítica|devsecops|estudo de caso|integracao|seguranca|segurança|testes","segurança","","segurança(71%,rag:Found in 71% of similar docume)",OK
10-testes-seguranca,sbd-toe/010-sbd-manual/10-testes-seguranca/aplicacao-lifecycle.md,"Os testes de segurança acompanham a aplicação em todas as fases - não são uma et | Desde a definição","ciclo-vida|integracao|seguranca|testes|tipo:aplicacao|validacao","cicd|ciclo-vida|integracao|seguranca|testes|tipo:aplicacao|validacao","cicd","","cicd(80%,rag+pattern:RAG + keyword pattern agreemen)",OK
canon,sbd-toe/010-sbd-manual/10-testes-seguranca/canon/20-checklist-revisao.md,"Este checklist aplica-se a todas as aplicações que exigem validação de segurança | - Controlo da apl","checklist|conformidade|rastreabilidade|revisão|seguranca|testes","checklist|conformidade|rastreabilidade|revisão|seguranca|segurança|testes","segurança","","segurança(80%,rag:Found in 79% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/10-testes-seguranca/canon/25-rastreabilidade.md,"Este ficheiro estabelece a **rastreabilidade entre as práticas prescritas neste  | > A rastreabilida","dsoom|frameworks|rastreabilidade|samm|slsa|ssdf","dsomm|dsoom|frameworks|rastreabilidade|samm|slsa|ssdf","dsomm","","dsomm(76%,rag:Found in 76% of similar docume)",OK
canon,sbd-toe/010-sbd-manual/10-testes-seguranca/canon/50-ameacas-mitigadas.md,"Este capítulo define a estratégia; técnicas e ferramentas de **validação contínu | > ⚠️ As ameaças m","ameacas|capec|mitigacao|osc-r|seguranca|ssdf|stride|testes","ameacas|capec|mitigacao|osc-r|seguranca|ssdf|stride","","testes","",OK
10-testes-seguranca,sbd-toe/010-sbd-manual/10-testes-seguranca/intro.md,":::tip Capítulo Operacional | Este capítulo é considerado **operacional** no modelo *Security by Des","DAST|DSOMM|SAMM|SAST|SLSA|SSDF|cat_operacional|fuzzing|grp_implementacao_automacao|implementacao-automacao|pentesting|seguranca|testes|validação contínua","DAST|DSOMM|SAMM|SAST|SLSA|cat_operacional|grp_implementacao_automacao","","SSDF|fuzzing|implementacao-automacao|pentesting|seguranca|testes|validação contínua","",OK
10-testes-seguranca,sbd-toe/010-sbd-manual/10-testes-seguranca/policies-relevantes.md,"A aplicação eficaz do **Capítulo 10 - Testes de Segurança** exige que existam ** | - O **que testar*","dsoom|organizacional|policy|samm|seguranca|ssdf|testes|validacao","dsoom|organizacional|policy|samm|seguranca|ssdf|testes","","validacao","",OK
10-testes-seguranca,sbd-toe/010-sbd-manual/10-testes-seguranca/recomendacoes-avancadas.md,"Este documento complementa as práticas prescritas no Capítulo 10 com **recomenda | ---","avançadas|recomendações|seguranca|testes|validação contínua","avançadas|recomendações|seguranca|segurança|testes|validação|validação contínua","segurança|validação","","segurança(66%,rag:Found in 65% of similar docume); validação(63%,rag:Found in 62% of similar docume)",OK
11-deploy-seguro,sbd-toe/010-sbd-manual/11-deploy-seguro/achievable-maturity.md,"Este documento apresenta o **mapeamento de maturidade das práticas descritas no  | - **OWASP SAMM**","DSOMM|SAMM|SLSA|SSDF|canon|maturidade","DSOMM|SAMM|SLSA|SSDF|canon|dsomm|maturidade","dsomm","","dsomm(67%,rag:Found in 66% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/11-deploy-seguro/addon/01-modelo-controle-execucao.md,"Garantir que a aplicação; após o deploy; **executa de forma segura; controlada e | Estes controlos f","deploy|grupo:execucao|seguranca|tema:pipeline|tipo:anexo","deploy|grupo:execucao|seguranca|segurança|tema:pipeline|tipo-anexo|tipo:anexo","segurança|tipo-anexo","","segurança(70%,rag:Found in 70% of similar docume); tipo-anexo(74%,rag:Found in 74% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/11-deploy-seguro/addon/02-praticas-release-management.md,"Descrever e sistematizar práticas seguras de **gestão de versões; releases e dis | - Redução de risc","grupo:execucao|seguranca|staging|tema:release|tipo:anexo","grupo:execucao|seguranca|segurança|staging|tema:release|tipo-anexo|tipo:anexo","segurança|tipo-anexo","","segurança(72%,rag:Found in 71% of similar docume); tipo-anexo(77%,rag:Found in 76% of similar docume)",OK
addon,sbd-toe/010-sbd-manual/11-deploy-seguro/addon/03-feature-flags-e-toggle.md,"Estabelecer boas práticas para a utilização segura de **feature flags** (ou togg | - Minimizar risco","deploy|grupo:execucao|rastreabilidade|tema:feature-flags|tipo:anexo|toggles","deploy|grupo:execucao|rastreabilidade|tema:feature-flags|tipo-anexo|tipo:anexo|toggles","tipo-anexo","","tipo-anexo(65%,rag:Found in 64% of similar docume)",OK
